ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,ExpectedDomain,DomainFlag
12428,Umar Cheema,Geo News,Dawn,AJK,Muzaffarabad,Media,Geo TV faces heavy fines by PEMRA,,20000000.0,,,3.0,,,,1,0,2019-05-17,Urdu,Neutral,49465.0,"['Crime', 'Politics']",0
12429,Shahzeb Khanzada,Hum News,The News,Punjab,Rawalpindi,Media,Digital media gaining popularity,,,310.0,,,11.17333453,,4000029.311,1,0,2024-06-14,urdu,Pro-Govt,48234.0,"['Politics', 'Economy', 'Media']",1
12430,Umar Cheema,Geo News,Nawa-i-Waqt,Sindh,Hyderabad,Health,Dengue cases rising in Lahore hospitals,76.86289606,20000000.0,,1.521706044,,,39885.0,,,0,2019-10-18,,Pro-Govt,,"['Crime', 'Politics']",0
12431,Rauf Klasra,ARY News,Dawn,Punjab,Multan,Sports,Hockey team faces funding crisis,,20000000.0,,-0.261585384,,7.098786401,133188.0,5000000.0,1,0,2025-06-15,,,9656.0,"['Politics', 'Economy']",0
12432,Nusrat Javed,Geo News,Dawn,Punjab,Lahore,Education,Private schools increase fees,22.71090169,6754157.0,,1.313292827,,1933208.0,176227.0,4778575.127,0,0,2020-06-16,,Pro-Govt,,"['Politics', 'Media']",0
12433,Nusrat Javed,Express News,Jang,KPK,Peshawar,Economy,HEC budget slashed again,,20000000.0,92.0,,2.0,45.49139393,142745.0,1527890.563,,0,2018-09-18,Urdu,Opposition,32739.0,"['Politics', 'Media']",0
12434,Dr. Shahid Masood,Samaa TV,Jang,Islamabad,Islamabad,Health,Polio cases reported in KPK,,20000000.0,,1.471339664,,,106544.0,,,0,2021-03-03,,Neutral,16743.0,"['Politics', 'Judiciary']",0
12435,Rauf Klasra,Geo News,Daily Pakistan,Punjab,Multan,Media,Digital media gaining popularity,86.94893177,1000000.0,,,,,,,0,0,2023-11-17,urdu,Neutral,36352.0,"['Politics', 'Economy']",0
12436,Najam Sethi,Hum News,The News,Islamabad,Islamabad,Politics,Government announces new health policy,,1000000.0,46.0,-0.06025905084,5.0,38152.0,44229.0,10000000.0,1,0,2025-08-12,urdu,Neutral,31619.0,"['Politics', 'Media', 'Sports']",1
12437,Ansar Abbasi,Samaa TV,Nawa-i-Waqt,Punjab,Multan,Politics,Government announces new health policy,55.32872576,15172574.0,23.0,,1.0,37.56759268,,10000000.0,,0,2024-10-19,,,,"['Judiciary', 'Politics']",1
12438,Kamran Khan,Dawn News,Nawa-i-Waqt,Punjab,Rawalpindi,Economy,New tax reforms spark debate in parliament,,1000000.0,,,,5.812090347,,,1,0,2018-04-25,English,Opposition,46795.0,"['Politics', 'Economy', 'Sports', 'Media']",1
12439,Owais Tohid,Dawn News,Dawn,Balochistan,Quetta,Politics,Supreme Court issues notice on corruption case,,1000000.0,,1.464039276,5.0,37.50222193,,,,0,2025-10-08,,,,"['Media', 'Politics']",1
12440,Ansar Abbasi,Hum News,Dawn,Punjab,Lahore,Economy,Pakistan seeks investment from Gulf countries,,5220050.0,455.0,,,399455.0,,5000000.0,0,0,2022-07-16,ENG,Opposition,,"['Judiciary', 'Politics']",0
12441,Kamran Shahid,Express News,Nawa-i-Waqt,Punjab,Rawalpindi,Judiciary,Lawyers boycott proceedings,47.86442158,20000000.0,42.0,,,1196777.0,37504.0,3951957.89,0,0,2018-11-18,urdu,,,"['Politics', 'Media']",0
12442,Rauf Klasra,ARY News,Daily Pakistan,AJK,Muzaffarabad,Media,"Judiciary under pressure, say analysts",,5000000.0,21.0,0.147044578,,,127.0,10000000.0,0,0,2021-03-23,Urdu,Opposition,,"['Politics', 'Economy']",0
12443,Ansar Abbasi,AbbTakk News,Express Tribune,KPK,Peshawar,Media,Ban on talkshows sparks outrage,,,,,,,,903364.9246,1,0,2018-06-20,English,Opposition,1795.0,"['Judiciary', 'Politics']",0
12444,Najam Sethi,Hum News,Express Tribune,AJK,Muzaffarabad,Environment,Floods devastate Sindh villages,,20000000.0,,,,32.06312,100998.0,10000000.0,0,0,2025-06-24,,Opposition,,"['Politics', 'Media', 'Sports']",0
12445,Shahzeb Khanzada,Express News,Express Tribune,Islamabad,Islamabad,Crime,Top court rejects NAB report,69.00266667,1000000.0,449.0,-1.76793928,,1815675.0,60803.0,5000000.0,1,0,2024-03-26,,Opposition,36909.0,"['Politics', 'Economy', 'Media']",0
12446,Saleem Safi,Hum News,Dawn,Punjab,Multan,Terrorism,Terrorist attack in Quetta leaves 20 dead,,,314.0,-0.6930063049,,323474.0,188340.0,4573632.348,0,0,2021-01-17,urdu,,,"['Politics', 'Terrorism']",1
12447,Rauf Klasra,Geo News,The News,Islamabad,Islamabad,Sports,Health workers go on strike in Punjab,,20000000.0,23.0,,-1.0,32.08400375,8922.0,,0,0,2018-07-27,English,Pro-Govt,,"['Politics', 'Economy']",0
12448,Dr. Shahid Masood,Dawn News,Daily Pakistan,AJK,Muzaffarabad,Politics,Cabinet approves controversial media law,,,,,,12.23516538,,10000000.0,0,0,2024-08-13,Urdu,Neutral,47854.0,"['Politics', 'Judiciary']",1
12449,Rauf Klasra,Hum News,Nawa-i-Waqt,KPK,Peshawar,Media,Ban on talkshows sparks outrage,,1000000.0,87.0,0.034234917,2.0,1267808.0,117020.0,,0,0,2019-02-20,English,,,"['Politics', 'Economy']",0
12450,Ansar Abbasi,Dawn News,Daily Pakistan,Islamabad,Islamabad,Politics,PPP vs PMLN war of words heats up,,20000000.0,186.0,,,47433.0,99814.0,935541.6243,0,0,2022-01-17,urdu,Opposition,,"['Judiciary', 'Politics']",1
12451,Najam Sethi,ARY News,Express Tribune,Islamabad,Islamabad,Politics,Election rigging scandal unfolds in Lahore,,20000000.0,89.0,,3.0,681338.0,176350.0,5000000.0,,0,2022-01-04,Urdu,Neutral,,"['Politics', 'Media', 'Sports']",1
12452,Kamran Khan,ARY News,Nawa-i-Waqt,Punjab,Multan,Politics,Khan addresses rally in Multan,86.73868368,7196706.0,,-0.7524819384,1.0,29.8385367,,5000000.0,1,0,2020-01-05,Urdu,Opposition,470.0,"['Politics', 'Economy', 'Sports', 'Media']",1
12453,Dr. Shahid Masood,ARY News,Nawa-i-Waqt,AJK,Muzaffarabad,Media,"Media freedom at risk, says HRCP report",69.30135331,1000000.0,,,1.0,,112880.0,10000000.0,1,0,2018-02-06,ENG,Pro-Govt,25769.0,"['Politics', 'Judiciary']",0
12454,Umar Cheema,Express News,Nawa-i-Waqt,Punjab,Rawalpindi,Sports,New talent emerges in under-19 cricket,,20000000.0,91.0,,5.0,1734477.0,187664.0,2679388.593,0,0,2024-04-09,ENG,Neutral,26018.0,"['Crime', 'Politics']",0
12455,Kamran Khan,Hum News,Dawn,AJK,Muzaffarabad,Education,Teachers boycott classes in KP,,20000000.0,,-0.6974719876,,1780292.0,,,1,0,2018-12-16,ENG,Pro-Govt,41989.0,"['Politics', 'Economy', 'Sports', 'Media']",0
12456,Umar Cheema,Samaa TV,The News,Sindh,Karachi,Terrorism,TTP commander killed in operation,100.0,3603903.0,,1.632066481,4.0,26.94610994,85644.0,,1,0,2020-11-19,Urdu,Pro-Govt,,"['Crime', 'Politics']",0
12457,Saleem Safi,Dawn News,Jang,Islamabad,Islamabad,Economy,Trade deficit widens again,43.42313745,9278870.0,,1.659659601,,24.24482592,153439.0,4526131.908,1,0,2025-07-28,,,,"['Politics', 'Terrorism']",0
12458,Rauf Klasra,AbbTakk News,Jang,AJK,Muzaffarabad,Education,Remittances fall sharply in July,,4732003.0,,0.4387945459,,1445285.0,,2501074.027,1,0,2020-11-09,urdu,Opposition,,"['Politics', 'Economy']",0
12459,Saleem Safi,Samaa TV,The News,AJK,Muzaffarabad,Crime,Chief Justice orders suo moto on Karachi violence,76.4875188,11742288.0,281.0,,3.0,471452.0,,1543094.862,,0,2019-10-02,English,Neutral,,"['Politics', 'Terrorism']",0
12460,Rauf Klasra,Samaa TV,The News,Punjab,Lahore,Economy,Bomb blast near Karachi market,,5000000.0,301.0,,,1538200.0,,,1,0,2018-05-25,Urdu,,,"['Politics', 'Economy']",1
12461,Asma Shirazi,Geo News,Jang,Sindh,Karachi,Education,Villages submerged in southern Punjab,,1000000.0,392.0,-1.477326487,3.0,,,5000000.0,1,0,2024-06-06,ENG,Opposition,33719.0,"['Politics', 'Media']",0
12462,Mohsin Raza,ARY News,Nawa-i-Waqt,AJK,Muzaffarabad,Terrorism,Security forces foil major terror bid,34.67918202,1000000.0,,1.133384368,0.0,27.14790543,74654.0,5000000.0,1,0,2021-12-14,urdu,Pro-Govt,6667.0,"['Media', 'Politics']",0
12463,Kamran Khan,Express News,Nawa-i-Waqt,KPK,Peshawar,Terrorism,Suicide bombing in Peshawar mosque,94.39180025,5000000.0,,,4.0,1153166.0,,1855671.749,0,0,2025-03-09,ENG,Neutral,,"['Politics', 'Economy', 'Sports', 'Media']",0
12464,Najam Sethi,Express News,The News,Islamabad,Islamabad,Crime,ARY anchor arrested in midnight raid,67.91611737,5000000.0,372.0,-1.236042659,1.0,1055221.0,,10000000.0,0,0,2019-10-05,Urdu,Neutral,,"['Politics', 'Media', 'Sports']",0
12465,Matiullah Jan,Express News,Daily Pakistan,Sindh,Karachi,Crime,Counter-terrorism department arrests suspects,,20000000.0,,-1.432164451,5.0,,,10000000.0,0,0,2022-09-19,ENG,Pro-Govt,,"['Judiciary', 'Politics']",0
12466,Najam Sethi,Samaa TV,Daily Pakistan,Sindh,Karachi,Sports,New talent emerges in under-19 cricket,,20000000.0,278.0,-1.08643735,,,,,1,0,2021-03-21,English,,,"['Politics', 'Media', 'Sports']",1
12467,Mohsin Raza,Geo News,Nawa-i-Waqt,Punjab,Lahore,Sports,Pakistan faces defeat in hockey series,5.683748133,20000000.0,,,5.0,1951046.0,133392.0,5000000.0,1,0,2022-11-13,ENG,,10175.0,"['Media', 'Politics']",0
12468,Nusrat Javed,Samaa TV,Express Tribune,Punjab,Lahore,Economy,Aid for Balochistan still missing,6.423441021,10817386.0,24.0,1.948564165,,1604044.0,,,0,0,2024-07-20,ENG,Pro-Govt,,"['Politics', 'Media']",0
12469,Rauf Klasra,Geo News,Dawn,Punjab,Multan,Education,University students protest fee hikes,,20000000.0,377.0,,0.0,1.626010415,,5000000.0,0,0,2022-08-12,ENG,,,"['Politics', 'Economy']",0
12470,Umar Cheema,ARY News,Jang,Punjab,Rawalpindi,Education,Punjab launches scholarship scheme,26.29492438,20000000.0,197.0,-1.79075773,,,183676.0,5000000.0,,0,2018-12-04,English,Opposition,,"['Crime', 'Politics']",0
12471,Kamran Shahid,Dawn News,The News,AJK,Muzaffarabad,Health,Hospitals face medicine shortages,26.8179961,4999122.0,478.0,,,,102353.0,10000000.0,0,0,2024-05-28,ENG,Neutral,,"['Politics', 'Media']",0
12472,Umar Cheema,Dawn News,The News,Islamabad,Islamabad,Economy,Trade deficit widens again,88.33453776,,406.0,-0.2908772735,,1377776.0,,,1,0,2020-10-01,ENG,Pro-Govt,,"['Crime', 'Politics']",0
12473,Ansar Abbasi,Express News,Express Tribune,Sindh,Hyderabad,Environment,Relief camp set up in Multan,,1000000.0,,,4.0,,,2850723.385,1,0,2019-02-04,Urdu,Opposition,10091.0,"['Judiciary', 'Politics']",0
12474,Shahzeb Khanzada,Express News,Nawa-i-Waqt,Punjab,Multan,Environment,Relief camp set up in Multan,,3363606.0,,1.149310693,5.0,33.33949942,,10000000.0,0,0,2019-06-17,Urdu,Pro-Govt,,"['Politics', 'Economy', 'Media']",0
12475,Shahzeb Khanzada,ARY News,The News,AJK,Muzaffarabad,Politics,New universities to be established,,1000000.0,,,,1987780.0,,5000000.0,1,0,2021-10-26,ENG,,6683.0,"['Politics', 'Economy', 'Media']",1
12476,Umar Cheema,Hum News,Jang,KPK,Peshawar,Politics,Government to increase petrol price by Rs. 20,,1000000.0,,,,592511.0,,,1,0,2022-06-09,ENG,,17296.0,"['Crime', 'Politics']",1
12477,Mohsin Raza,Dawn News,Express Tribune,KPK,Peshawar,Environment,Health crisis follows floods,,,,-1.75212707,2.0,,190822.0,5000000.0,0,0,2020-09-09,Urdu,,42952.0,"['Media', 'Politics']",0
12478,Ansar Abbasi,Express News,Express Tribune,Islamabad,Islamabad,Media,Geo TV faces heavy fines by PEMRA,66.84156034,,159.0,,2.0,38.95369605,,,1,0,2025-08-13,,Neutral,,"['Judiciary', 'Politics']",0
12479,Matiullah Jan,ARY News,Dawn,Balochistan,Quetta,Terrorism,Five soldiers martyred in ambush,100.0,5000000.0,68.0,-0.4834013209,5.0,1883483.0,27109.0,5000000.0,0,0,2023-05-11,urdu,Opposition,,"['Judiciary', 'Politics']",0
12480,Kamran Shahid,Samaa TV,Nawa-i-Waqt,Islamabad,Islamabad,Sports,PSL Final: Lahore Qalandars vs Karachi Kings,,5000000.0,,1.027272091,,,134675.0,4717204.329,1,0,2019-11-04,urdu,Opposition,,"['Politics', 'Media']",0
12481,Talat Hussain,Geo News,The News,Islamabad,Islamabad,Politics,Government to increase petrol price by Rs. 20,,5000000.0,,,3.0,,,5000000.0,1,0,2020-09-07,English,Neutral,,"['Politics', 'Media']",1
12482,Saleem Safi,Express News,Dawn,KPK,Peshawar,Sports,Hockey team faces funding crisis,,1000000.0,,,5.0,,,1961222.472,,0,2022-01-11,English,Pro-Govt,43046.0,"['Politics', 'Terrorism']",0
12483,Mohsin Raza,Samaa TV,Dawn,Sindh,Karachi,Crime,Court orders release of missing persons,51.15285884,5000000.0,,1.28897967,3.0,264254.0,,4477400.655,1,0,2018-05-15,English,,,"['Media', 'Politics']",0
12484,Owais Tohid,Express News,The News,Sindh,Karachi,Sports,Karachi Kings beat Multan Sultans,77.43291589,5000000.0,79.0,,2.0,677192.0,20368.0,10000000.0,,0,2020-11-26,urdu,Opposition,42761.0,"['Media', 'Politics']",0
12485,Kamran Khan,Geo News,The News,AJK,Muzaffarabad,Politics,Supreme Court issues notice on corruption case,,,,1.197116062,,,,10000000.0,1,0,2025-09-04,,Opposition,,"['Politics', 'Economy', 'Sports', 'Media']",1
12486,Rauf Klasra,Dawn News,Dawn,Punjab,Rawalpindi,Politics,Election rigging scandal unfolds in Lahore,,10290926.0,,,,,181783.0,10000000.0,1,0,2021-07-09,Urdu,Neutral,,"['Politics', 'Economy']",1
12487,Saleem Safi,ARY News,Nawa-i-Waqt,AJK,Muzaffarabad,Environment,Health crisis follows floods,,10606567.0,,-1.281364998,4.0,,,4073675.913,0,0,2018-09-05,Urdu,,11546.0,"['Politics', 'Terrorism']",0
12488,Asma Shirazi,Samaa TV,Jang,Sindh,Hyderabad,Education,Punjab launches scholarship scheme,73.40320423,,,-1.846336534,,880292.0,,10000000.0,,0,2025-04-24,urdu,,,"['Politics', 'Media']",0
12489,Umar Cheema,Geo News,Express Tribune,AJK,Muzaffarabad,Terrorism,Five soldiers martyred in ambush,49.28394711,6265307.0,220.0,,,,2796.0,5000000.0,1,0,2019-11-04,urdu,Opposition,,"['Crime', 'Politics']",0
12490,Saleem Safi,AbbTakk News,Dawn,AJK,Muzaffarabad,Politics,Government announces new health policy,9.769483995,,477.0,1.32045238,0.0,,,5000000.0,1,0,2025-12-24,urdu,Opposition,,"['Politics', 'Terrorism']",1
12491,Umar Cheema,ARY News,Jang,Sindh,Karachi,Economy,Bomb blast near Karachi market,25.62507479,5579592.0,,,,157483.0,31346.0,10000000.0,1,0,2024-10-24,English,Neutral,30737.0,"['Crime', 'Politics']",0
12492,Kamran Shahid,Geo News,Nawa-i-Waqt,KPK,Peshawar,Economy,Pakistan seeks investment from Gulf countries,55.00242549,1000000.0,,,5.0,,,5000000.0,1,0,2024-04-28,ENG,,,"['Politics', 'Media']",0
12493,Talat Hussain,Dawn News,The News,Sindh,Hyderabad,Environment,Karachi drainage system collapses,75.00921407,5000000.0,373.0,,,802874.0,141488.0,,1,0,2018-03-16,urdu,Opposition,,"['Politics', 'Media']",0
12494,Mohsin Raza,Hum News,The News,Islamabad,Islamabad,Media,Geo TV faces heavy fines by PEMRA,67.81268241,1000000.0,,,-1.0,31.15761228,,10000000.0,1,0,2021-07-05,Urdu,Pro-Govt,17188.0,"['Media', 'Politics']",1
12495,Kamran Shahid,Hum News,Dawn,Balochistan,Quetta,Economy,Stock exchange crashes amid crisis,,1000000.0,225.0,,,,192885.0,10000000.0,1,0,2022-09-01,Urdu,Pro-Govt,,"['Politics', 'Media']",0
12496,Kamran Khan,ARY News,Nawa-i-Waqt,Balochistan,Quetta,Economy,Pakistan seeks investment from Gulf countries,,8513177.0,211.0,-0.7179144534,1.0,594879.0,155375.0,4126979.705,0,0,2019-10-01,urdu,Opposition,,"['Politics', 'Economy', 'Sports', 'Media']",1
12497,Owais Tohid,AbbTakk News,Express Tribune,Sindh,Hyderabad,Crime,ARY anchor arrested in midnight raid,100.0,,,,,35.70656129,133711.0,10000000.0,0,0,2021-11-11,ENG,Pro-Govt,8526.0,"['Media', 'Politics']",0
12498,Owais Tohid,Hum News,Daily Pakistan,AJK,Muzaffarabad,Judiciary,CJ addresses bar association,93.69870151,4966081.0,,,,,94951.0,,,0,2024-05-12,English,Pro-Govt,,"['Media', 'Politics']",0
12499,Shahzeb Khanzada,Hum News,Daily Pakistan,Punjab,Rawalpindi,Health,Dengue cases rising in Lahore hospitals,47.74864841,,,0.8410582673,5.0,,194542.0,5000000.0,1,0,2021-05-03,urdu,Opposition,32174.0,"['Politics', 'Economy', 'Media']",0
12500,Mohsin Raza,Geo News,Express Tribune,Sindh,Hyderabad,Terrorism,Five soldiers martyred in ambush,100.0,1000000.0,455.0,0.5476893977,,27.68639219,21027.0,2467275.889,1,0,2024-08-12,,Opposition,22867.0,"['Media', 'Politics']",0
12501,Talat Hussain,Geo News,The News,Sindh,Karachi,Terrorism,TTP commander killed in operation,,14034422.0,142.0,,,,,2860085.133,1,0,2020-11-13,,Neutral,,"['Politics', 'Media']",0
12502,Umar Cheema,Dawn News,Daily Pakistan,Islamabad,Islamabad,Environment,NDMA warns of heavy rains in Punjab,,17475334.0,,,1.0,,,10000000.0,1,0,2024-04-18,Urdu,,34347.0,"['Crime', 'Politics']",0
12503,Kamran Khan,Express News,Jang,Punjab,Rawalpindi,Environment,Thousands displaced due to rains,100.0,20000000.0,235.0,1.067998855,3.0,15.25893532,137490.0,10000000.0,1,0,2019-09-19,Urdu,Opposition,,"['Politics', 'Economy', 'Sports', 'Media']",0
12504,Najam Sethi,Geo News,Nawa-i-Waqt,Balochistan,Quetta,Politics,Cabinet approves controversial media law,100.0,,,0.3169760409,2.0,,132596.0,1031467.448,1,0,2019-10-18,ENG,Neutral,23227.0,"['Politics', 'Media', 'Sports']",1
12505,Kamran Khan,ARY News,Jang,KPK,Peshawar,Economy,Stock exchange crashes amid crisis,35.01986818,20000000.0,196.0,1.902060892,3.0,354174.0,,5000000.0,0,0,2019-04-10,Urdu,Opposition,,"['Politics', 'Economy', 'Sports', 'Media']",1
12506,Talat Hussain,ARY News,Jang,Sindh,Hyderabad,Judiciary,Senate passes constitutional amendment,,20000000.0,343.0,-0.6557840083,,1265910.0,,3442642.46,1,0,2025-05-13,ENG,Pro-Govt,,"['Politics', 'Media']",0
12507,Nusrat Javed,Samaa TV,Dawn,Punjab,Lahore,Media,"Judiciary under pressure, say analysts",,5000000.0,361.0,,-1.0,1808655.0,36814.0,,,0,2024-02-20,,Neutral,,"['Politics', 'Media']",1
12508,Nusrat Javed,Express News,The News,Sindh,Karachi,Terrorism,Five soldiers martyred in ambush,,,,,,,,10000000.0,0,0,2018-09-26,English,Pro-Govt,48053.0,"['Politics', 'Media']",0
12509,Shahzeb Khanzada,Samaa TV,Dawn,Sindh,Hyderabad,Judiciary,CJ addresses bar association,,6622773.0,17.0,,-1.0,1227641.0,,10000000.0,1,0,2023-03-22,English,Pro-Govt,16986.0,"['Politics', 'Economy', 'Media']",0
12510,Umar Cheema,Express News,Dawn,Sindh,Karachi,Education,Aid for Balochistan still missing,63.57076283,,,1.552008351,1.0,874934.0,,10000000.0,1,0,2019-02-07,ENG,Neutral,,"['Crime', 'Politics']",0
12511,Talat Hussain,Express News,Jang,Punjab,Lahore,Health,Vaccination drive faces shortage,10.02504445,20000000.0,,,4.0,34.40963855,,1895876.578,0,0,2022-12-24,English,Opposition,38242.0,"['Politics', 'Media']",0
12512,Umar Cheema,Samaa TV,Jang,KPK,Peshawar,Terrorism,Attack on Army convoy in Waziristan,46.01473052,20000000.0,,0.6825557594,4.0,32.84938507,188159.0,10000000.0,0,0,2021-10-09,,Neutral,,"['Crime', 'Politics']",0
12513,Najam Sethi,Dawn News,Dawn,AJK,Muzaffarabad,Media,Geo TV faces heavy fines by PEMRA,73.12777555,5000000.0,95.0,-1.871029174,-1.0,,6656.0,2989763.059,0,0,2025-09-19,English,Pro-Govt,26407.0,"['Politics', 'Media', 'Sports']",1
12514,Asma Shirazi,Express News,The News,Punjab,Multan,Media,Digital media gaining popularity,,5254977.0,,1.845310695,-1.0,40.45338441,183649.0,10000000.0,1,0,2022-05-26,urdu,Opposition,,"['Politics', 'Media']",1
12515,Najam Sethi,Dawn News,Express Tribune,AJK,Muzaffarabad,Politics,PPP vs PMLN war of words heats up,,,,-0.5729325416,,,97195.0,5000000.0,1,0,2023-08-04,urdu,,33809.0,"['Politics', 'Media', 'Sports']",1
12516,Shahzeb Khanzada,Express News,Express Tribune,Sindh,Karachi,Sports,Hockey team faces funding crisis,,5000000.0,,0.3051653224,,1912364.0,150962.0,,0,0,2019-03-16,,Neutral,,"['Politics', 'Economy', 'Media']",0
12517,Mohsin Raza,ARY News,Dawn,AJK,Muzaffarabad,Education,Matric exams leaked in Karachi,,1000000.0,,0.6197646377,,2.429948329,28438.0,10000000.0,0,0,2019-05-16,ENG,Pro-Govt,4394.0,"['Media', 'Politics']",0
12518,Dr. Shahid Masood,Samaa TV,Nawa-i-Waqt,Sindh,Karachi,Health,Mental health awareness campaign launched,,20000000.0,87.0,,,857334.0,120145.0,,0,0,2021-02-26,urdu,Opposition,42838.0,"['Politics', 'Judiciary']",0
12519,Nusrat Javed,Samaa TV,Jang,Punjab,Lahore,Politics,Khan addresses rally in Multan,97.49289895,1000000.0,,,-1.0,997300.0,111387.0,2180502.28,,0,2022-05-24,,Neutral,,"['Politics', 'Media']",1
12520,Mohsin Raza,Hum News,Express Tribune,Sindh,Karachi,Crime,Remittances fall sharply in July,28.37496747,5000000.0,,,5.0,49.15277408,,2374264.753,,0,2021-08-28,urdu,Neutral,13155.0,"['Media', 'Politics']",0
12521,Kamran Khan,Hum News,Jang,AJK,Muzaffarabad,Media,Newspaper circulation declines,14.4685883,,480.0,,5.0,6.969365078,,,,0,2025-07-11,Urdu,Neutral,3292.0,"['Politics', 'Economy', 'Sports', 'Media']",1
12522,Shahzeb Khanzada,ARY News,Nawa-i-Waqt,Punjab,Lahore,Economy,IMF deal finalised today,90.93147931,1000000.0,,0.4912962243,,3.151727558,77898.0,5000000.0,,0,2024-06-13,English,Pro-Govt,41911.0,"['Politics', 'Economy', 'Media']",1
12523,Shahzeb Khanzada,Hum News,Express Tribune,Punjab,Lahore,Judiciary,Lawyers boycott proceedings,77.37928581,1000000.0,15.0,1.586020116,,,140336.0,10000000.0,1,0,2020-01-14,urdu,Opposition,,"['Politics', 'Economy', 'Media']",0
12524,Ansar Abbasi,ARY News,Express Tribune,AJK,Muzaffarabad,Economy,Pakistan seeks investment from Gulf countries,,5000000.0,,,3.0,354005.0,,5000000.0,1,0,2022-05-11,,Opposition,,"['Judiciary', 'Politics']",0
12525,Dr. Shahid Masood,Dawn News,Dawn,Punjab,Rawalpindi,Economy,HEC budget slashed again,,542891.0,,0.6798243076,,,,,1,0,2020-07-10,Urdu,Opposition,,"['Politics', 'Judiciary']",0
12526,Kamran Shahid,AbbTakk News,Jang,Balochistan,Quetta,Education,Student unions demand restoration,,19620340.0,,1.913669587,,358316.0,75955.0,10000000.0,1,0,2020-01-12,,,7659.0,"['Politics', 'Media']",0
12527,Rauf Klasra,ARY News,Jang,AJK,Muzaffarabad,Media,News anchor resigns citing threats,77.52566482,15671590.0,235.0,,1.0,48.74872458,,2206574.631,1,0,2019-03-07,urdu,Opposition,,"['Politics', 'Economy']",0
12528,Umar Cheema,Geo News,Express Tribune,Islamabad,Islamabad,Terrorism,Security forces foil major terror bid,,1000000.0,,-0.2122411162,-1.0,29.4397311,163671.0,10000000.0,,0,2022-04-19,urdu,,,"['Crime', 'Politics']",0
12529,Mohsin Raza,Hum News,Express Tribune,Punjab,Rawalpindi,Terrorism,Aid for Balochistan still missing,9.945642976,1000000.0,335.0,,3.0,,,3081344.678,1,0,2022-06-02,Urdu,Neutral,,"['Media', 'Politics']",0
