ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions
10281,Asma Shirazi,ARY News,Dawn,Sindh,Hyderabad,Judiciary,"Media freedom at risk, says HRCP report",85.86180118,5 million,219,,2,41.21472242,93026,3783638.872,1,,2022-05-09,urdu,Opposition,
10282,Dr. Shahid Masood,Express-News,Nawa-i-Waqt,Sindh,Karachi,Crime,Revenue from tax declines drastically,101.4963209,2 crore,,,,1723318,101875,,0,1,2023-01-12,ENG,Pro-Govt,
10283,Najam Sethi,geo,Daily Pakistan,KPK,Karachi,Terrorism,Student unions demand restoration,,5 million,,0.9396637351,,,,50 lakh,1,,2021-01-15,English,Pro-Govt,
10284,Talat Hussain,HUM News,Daily Pakistan,Islamabad,Quetta,Judiciary,"Judiciary under pressure, say analysts",,9893156,273,0.558681176,,1688720,,4435114.658,0,1,2023-10-27,ENG,Pro-Govt,
10285,Kamran Khan,Express,Dawn,AJK,Lahore,Politics,Khan addresses rally in Multan,109.0859403,2 crore,486,,2,1200240,84637,1 crore,0,1,2018-03-05,urdu,Opposition,
10286,Owais Tohid,HUM News,Daily Pakistan,Balochistan,Lahore,Economy,Education ministry faces criticism,106.1974245,5 million,,-1.109119827,,,,1 crore,1,1,2021-05-07,urdu,,
10287,Shahzeb Khanzada,Express,Nawa-i-Waqt,Sindh,Lahore,Economy,PSL Final: Lahore Qalandars vs Karachi Kings,26.50398867,6642306,333,0.8620417824,,,,50 lakh,,1,2018-06-24,Urdu,Opposition,
10288,Saleem Safi,Samaa,Daily Pakistan,AJK,Peshawar,Politics,Budget deficit reaches record high,,10164552,34,0.540460676,,21.06406653,96390,50 lakh,,,2020-01-10,,Opposition,
10289,RAUF KLASSRA,GEO NEWS,Dawn,Islamabad,Quetta,Education,Newspaper circulation declines,,2 crore,347,,0,,,1372279.605,,1,2022-11-19,,Neutral,44731
10290,Kamran Shahid,geo,Daily Pakistan,Islamabad,Peshawar,Media,Climate change worsening floods,,2 crore,,,,1728504,,,1,1,2020-11-27,English,,
10291,Talat Hussain,Geo,Nawa-i-Waqt,Sindh,Rawalpindi,Judiciary,Punjab bans junk food in schools,,13198420,,,,1130666,,,,0,2025-07-19,ENG,Pro-Govt,9524
10292,Ansar Abbasi,geo,Daily Pakistan,Sindh,Hyderabad,Media,Women cricket team sets new record,,,,,,47.74774868,,1 crore,,,2020-11-02,ENG,Opposition,
10293,Rauf Klasra,ARY,Nawa-i-Waqt,Balochistan,Hyderabad,Education,Top court rejects NAB report,,2 crore,474,,,961146,14300,2982406.514,1,0,2025-11-22,urdu,Neutral,36228
10294,Kamran Shahid,ary,Nawa-i-Waqt,Islamabad,Multan,Crime,Case adjourned till next week,,,,,-1,2.665019027,382,3297716.413,1,0,2025-07-11,Urdu,Neutral,21338
10295,K. Khan,HUM News,Dawn,KPK,Hyderabad,Health,Women cricket team sets new record,,2 crore,478,-1.705390055,4,38.8344089,,1 crore,No,,2022-06-28,urdu,Pro-Govt,
10296,K. Khan,GEO NEWS,Dawn,Sindh,Peshawar,Crime,Student unions demand restoration,,,486,1.783182149,4,9.548577649,129710,1 crore,0,,2019-04-27,ENG,Pro-Govt,3913
10297,Matiullah Jan,ary,Express Tribune,Islamabad,Peshawar,Sports,Cabinet approves controversial media law,,19947096,,-0.8911508884,1,,,1 crore,,,2019-07-10,Urdu,,33599
10298,Talat Hussain,Express,Nawa-i-Waqt,Punjab,Multan,Health,Villages submerged in southern Punjab,,10 lakh,,,2,,,-27746.36282,Yes,0,2023-06-05,English,Neutral,21392
10299,Nusrat Javed,SAMAA TV,Dawn,KPK,Karachi,Media,Suicide bombing in Peshawar mosque,,16563234,,0.3870382267,,710715,193345,,No,0,2019-12-25,,Opposition,
10300,Mohsin Raza Khan,SAMAA TV,Jang,AJK,Karachi,Sports,Election rigging scandal unfolds in Lahore,,13038048,34,,1,9.660819759,,1273381.487,No,1,2025-07-07,,,33865
10301,Umar Cheema,SAMAA TV,Daily Pakistan,KPK,Multan,Sports,Geo TV faces heavy fines by PEMRA,,2 crore,,,,617686,163720,1 crore,Yes,0,2018-11-18,urdu,Neutral,46992
10302,Kamran Shahid,AbbTakk News,Nawa-i-Waqt,Balochistan,Quetta,Education,High Court stays government decision,,10574161,316,1.765929337,3,3.343588793,,1 crore,,1,2023-08-04,,,37246
10303,Umar Cheema,Express-News,Daily Pakistan,Sindh,Multan,Health,Quetta blast: ISPR releases statement,49.63195466,10 lakh,,,,1248280,,50 lakh,Yes,1,2025-01-10,ENG,Neutral,
10304,Shahzeb Khanzada,GEO NEWS,Dawn,Sindh,Multan,Politics,ARY anchor arrested in midnight raid,,2 crore,-24,,2,21.12445052,167714,2725489.439,,,2022-03-08,,Opposition,43396
10305,Kamran Khan,Samaa,Jang,KPK,Hyderabad,Judiciary,New tax reforms spark debate in parliament,68.16619095,5 million,456,-0.5851959731,,33.97383355,,,Yes,,2024-04-25,English,Neutral,
10306,Nusrat Javed,DawnNews,Dawn,KPK,Quetta,Health,Babar Azam century wins the game,96.61878747,5 million,,1.590015861,,32.47503493,,1 crore,,1,2025-08-15,Urdu,,31924
10307,Saleem Safi,GEO NEWS,Express Tribune,Islamabad,Lahore,Terrorism,Case adjourned till next week,33.14481475,5 million,38,,,639000,962,50 lakh,0,1,2020-06-26,,Neutral,
10308,shahzeb khanzada,DawnNews,Nawa-i-Waqt,Punjab,Islamabad,Media,TTP commander killed in operation,55.25484739,9703201,3,-1.07959704,0,763326,63593,4424967.883,No,,2018-06-07,urdu,Pro-Govt,14796
10309,Mohsin Raza,GEO NEWS,The News,Balochistan,Hyderabad,Judiciary,Pakistan football team defeats India,107.5256552,5 million,-27,,-1,,162768,,Yes,1,2020-11-11,ENG,Neutral,
10310,Mohsin Raza Khan,Samaa,Dawn,Sindh,Multan,Crime,Pakistan seeks investment from Gulf countries,,10 lakh,217,,0,,138894,662881.0857,1,0,2023-10-09,English,Pro-Govt,47319
10311,Asma Shirazi,HUM News,Dawn,Islamabad,Multan,Media,CJ addresses bar association,40.63194163,5 million,118,,,42.61934587,490,131051.7795,,1,2021-03-03,,Pro-Govt,20181
10312,Nusrat Javed,HUM News,Daily Pakistan,Islamabad,Rawalpindi,Health,Dengue cases rising in Lahore hospitals,,12162527,435,0.03590724502,3,,44808,1095606.207,0,,2021-06-16,urdu,Neutral,
10313,Saleem Safi,SAMAA TV,Jang,Islamabad,Quetta,Crime,Pakistan seeks investment from Gulf countries,100.456951,16692645,,,0,,,1 crore,,0,2023-05-16,English,Opposition,
10314,Matiullah Jan,GEO NEWS,Nawa-i-Waqt,Punjab,Karachi,Education,"Media freedom at risk, says HRCP report",,,,1.269545131,,1034556,148746,1 crore,Yes,1,2020-07-28,ENG,Opposition,
10315,Dr. Shahid Masood,hum news,The News,Balochistan,Hyderabad,Economy,Education ministry faces criticism,38.87762143,5 million,303,,-1,,17288,4685.761054,,1,2021-09-06,,Pro-Govt,19803
10316,Umar Cheema,GEO NEWS,Nawa-i-Waqt,Punjab,Multan,Politics,Karachi Kings beat Multan Sultans,,5 million,492,,,,179661,50 lakh,1,,2022-08-11,English,Opposition,32338
10317,Kamran Khan,DAWN,Nawa-i-Waqt,KPK,Quetta,Politics,Aid for Balochistan still missing,44.57080008,8892999,400,-1.839094614,,20.93933952,51702,1 crore,No,0,2020-10-07,,Neutral,
10318,RAUF KLASSRA,geo,Express Tribune,Punjab,Islamabad,Education,Attack on Army convoy in Waziristan,,1820594,15,,2,688599,,1 crore,Yes,1,2022-07-08,ENG,,
10319,Ansar Abbasi,ARYNEWS,Daily Pakistan,Punjab,Islamabad,Politics,TTP commander killed in operation,,2 crore,159,,,243337,170277,50 lakh,,0,2024-12-15,Urdu,Neutral,
10320,Kamran Khan,Samaa,The News,Punjab,Hyderabad,Crime,Government announces new health policy,,5 million,183,-0.3038405353,1,19.90358528,,50 lakh,0,,2023-05-28,Urdu,Pro-Govt,9215
10321,Mohsin Raza Khan,Geo,Jang,Sindh,Lahore,Judiciary,"Media freedom at risk, says HRCP report",13.23622023,,496,-1.455923216,,1212000,,2643678.359,1,,2024-10-02,,Opposition,
10322,shahzeb khanzada,Express,Daily Pakistan,AJK,Karachi,Media,PM announces new economic reforms,72.06130592,2 crore,,,,,,,0,0,2020-07-10,,Pro-Govt,
10323,Umar Cheema,ARY,Daily Pakistan,AJK,Peshawar,Education,Counter-terrorism department arrests suspects,,2 crore,-22,1.867624046,4,31.55785519,49374,,1,1,2024-05-28,Urdu,Pro-Govt,
10324,Umar Cheema,DawnNews,Dawn,Sindh,Peshawar,Health,Thousands displaced due to rains,,5 million,,-0.5853455093,3,1668986,,1 crore,No,1,2019-12-05,urdu,Pro-Govt,48329
10325,Shahzeb Khanzada,Samaa,The News,AJK,Karachi,Politics,PM announces new economic reforms,,5 million,,0.787264772,1,35.87603237,43226,50 lakh,,1,2021-04-17,,,4241
10326,Mohsin Raza,geo,Nawa-i-Waqt,Punjab,Karachi,Health,Senate passes constitutional amendment,99.19567682,2 crore,289,,,36.3216347,138337,50 lakh,,1,2024-11-07,English,,
10327,K. Khan,geo,The News,Balochistan,Islamabad,Terrorism,News anchor resigns citing threats,,2 crore,357,,,,,4498538.891,1,1,2024-01-21,,,32942
10328,Asma Shirazi,Express,Daily Pakistan,Sindh,Islamabad,Health,Floods devastate Sindh villages,,2 crore,,-1.131139708,,,,50 lakh,0,1,2024-10-27,English,Pro-Govt,
10329,Ansar Abbasi,Geo,Dawn,Punjab,Lahore,Education,Senate passes constitutional amendment,,10 lakh,59,1.549486759,5,,,50 lakh,,0,2023-01-04,ENG,Neutral,44913
10330,Saleem Safi,DawnNews,Express Tribune,AJK,Karachi,Economy,PM announces new economic reforms,,18463250,416,-1.639249636,,1003109,193133,3072552.138,0,0,2022-04-23,urdu,,48510
10331,Kamran Shahid,Samaa,Jang,Sindh,Karachi,Terrorism,Pakistan faces defeat in hockey series,,2 crore,-27,,,1918138,63599,50 lakh,Yes,1,2019-10-09,ENG,Neutral,27097
10332,Umar Cheema,ARY News,Dawn,Balochistan,Quetta,Sports,Cabinet approves controversial media law,,2 crore,107,,0,184589,,50 lakh,1,0,2024-02-14,urdu,,
10333,Umar Cheema,ARYNEWS,The News,AJK,Karachi,Education,Government announces new health policy,,10 lakh,419,-1.177524074,1,36.72736242,68500,,No,,2021-12-23,ENG,,
10334,K. Khan,Samaa,Daily Pakistan,AJK,Rawalpindi,Sports,Climate change worsening floods,113.7034668,5 million,187,,5,1994008,191374,1367930.048,No,,2018-10-13,,,27298
10335,Mohsin Raza,Express-News,Nawa-i-Waqt,Islamabad,Multan,Sports,Government to increase petrol price by Rs. 20,,5 million,437,-1.989117781,0,902331,195684,,No,0,2018-07-04,Urdu,Pro-Govt,7124
10336,Asma Shirazi,geo,Dawn,KPK,Rawalpindi,Terrorism,HEC budget slashed again,,10 lakh,,,-1,,126840,4003208.631,1,,2022-05-28,urdu,,
10337,Shahzeb Khanzada,geo,Daily Pakistan,Punjab,Karachi,Economy,New talent emerges in under-19 cricket,78.89429677,5 million,286,-0.8287944689,,16556,80481,1455117.983,No,,2023-03-16,,,7026
10338,Asma Shirazi,AbbTakk News,Express Tribune,AJK,Islamabad,Crime,"Judiciary under pressure, say analysts",-3.524089866,10 lakh,447,,,3.53152977,70116,,0,0,2022-07-04,urdu,,
10339,Mohsin Raza Khan,ARY,Express Tribune,Punjab,Islamabad,Economy,Trade deficit widens again,63.50232777,2 crore,,,2,1828861,,50 lakh,No,,2021-09-13,urdu,Opposition,
10340,Owais Tohid,ARY News,The News,Punjab,Islamabad,Education,Hospitals face medicine shortages,25.75934734,2 crore,,,,,192278,,0,,2018-01-22,English,Opposition,41526
10341,Kamran Shahid,GEO NEWS,Express Tribune,Balochistan,Hyderabad,Media,Babar Azam century wins the game,91.06894384,18643109,,1.549695874,,46.18283441,,,No,,2023-01-19,English,,46522
10342,Matiullah Jan,DawnNews,Express Tribune,KPK,Karachi,Media,University students protest fee hikes,40.1101713,2 crore,482,-0.2038269323,4,1471395,31976,2544840.2,,0,2024-01-17,,Pro-Govt,43810
10343,Umar Cheema,hum news,Daily Pakistan,Balochistan,Lahore,Politics,Health crisis follows floods,110.4784168,19629236,180,0.1482129095,,1753334,131435,50 lakh,0,0,2020-06-05,English,,
10344,Ansar Abbasi,ARYNEWS,Dawn,KPK,Multan,Terrorism,Chief Justice orders suo moto on Karachi violence,,5 million,307,-1.575809702,,,45465,50 lakh,0,,2020-02-04,ENG,Pro-Govt,
10345,Saleem Safi,hum news,Dawn,Sindh,Rawalpindi,Judiciary,Counter-terrorism department arrests suspects,-4.353529137,2334026,,-1.611949981,5,1110479,,1 crore,0,0,2023-08-22,English,,
10346,Matiullah Jan,hum news,Daily Pakistan,KPK,Hyderabad,Sports,Education ministry faces criticism,,,93,,0,1480086,190416,1 crore,No,0,2023-09-18,urdu,Neutral,
10347,Owais Tohid,geo,Express Tribune,Sindh,Rawalpindi,Judiciary,Climate change worsening floods,95.35361008,,,,,,111246,456012.7119,Yes,0,2022-08-25,,Opposition,
10348,Mohsin Raza Khan,hum news,Jang,Balochistan,Hyderabad,Terrorism,Curriculum reforms announced,,,,1.503344348,0,,143129,1 crore,1,,2018-07-25,ENG,Opposition,3034
10349,Shahzeb Khanzada,AbbTakk News,Express Tribune,Balochistan,Karachi,Health,Trade deficit widens again,55.27850953,10 lakh,257,0.7578152524,,,168959,1 crore,,0,2023-03-24,Urdu,Neutral,12728
10350,Umar Cheema,Express,The News,AJK,Peshawar,Crime,Senate passes constitutional amendment,,5822594,,,3,,,1 crore,0,1,2020-09-14,Urdu,Neutral,24747
10351,Mohsin Raza Khan,AbbTakk News,Dawn,AJK,Multan,Terrorism,Government announces new health policy,,5 million,254,,0,30.24495919,,50 lakh,1,,2020-05-07,,,4891
10352,Najam Sethi,SAMAA TV,Nawa-i-Waqt,Balochistan,Multan,Economy,Student unions demand restoration,,,,-0.4504949775,,35.18762742,14599,1 crore,Yes,0,2023-09-22,English,Opposition,33217
10353,Nusrat Javed,Samaa,Nawa-i-Waqt,Balochistan,Quetta,Media,Pakistan seeks investment from Gulf countries,10.27876049,12905073,307,,3,27.88237155,,50 lakh,1,,2020-06-14,ENG,Neutral,24678
10354,Najam Sethi,geo,Daily Pakistan,Islamabad,Multan,Judiciary,Doctors protest low salaries,58.83112128,2 crore,,,5,1185860,,50 lakh,Yes,1,2022-11-15,,,41351
10355,shahzeb khanzada,DAWN,The News,KPK,Multan,Sports,Government to increase petrol price by Rs. 20,60.05521306,,,0.9841569255,,,,4012669.545,No,0,2019-09-23,ENG,Pro-Govt,
10356,Umar Cheema,DAWN,Dawn,Balochistan,Peshawar,Health,Chief Justice orders suo moto on Karachi violence,99.52576488,2 crore,,-0.8111177454,3,,,1 crore,1,,2025-05-18,Urdu,Pro-Govt,
10357,Mohsin Raza Khan,Geo,Dawn,Balochistan,Lahore,Health,Thousands displaced due to rains,,2 crore,,,2,84592,,1 crore,Yes,1,2020-09-06,,Opposition,1261
10358,Umar Cheema,DawnNews,Nawa-i-Waqt,AJK,Peshawar,Politics,Geo TV faces heavy fines by PEMRA,116.7472689,10 lakh,,,3,12.47677592,,2873394.153,,,2024-04-17,,Opposition,
10359,RAUF KLASSRA,AbbTakk News,Daily Pakistan,Punjab,Karachi,Sports,University students protest fee hikes,,5 million,329,,,38.1014203,,1 crore,,0,2025-04-11,,Neutral,
10360,Shahzeb Khanzada,ARY News,Express Tribune,Sindh,Hyderabad,Education,Budget deficit reaches record high,27.43280686,2 crore,376,,2,,51426,,1,,2022-01-22,Urdu,,
10361,Asma Shirazi,SAMAA TV,Nawa-i-Waqt,Islamabad,Hyderabad,Politics,Women cricket team sets new record,36.52459349,,,-0.09077382283,5,1523273,167369,,,0,2022-02-12,ENG,Neutral,
10362,Talat Hussain,AbbTakk News,Express Tribune,AJK,Karachi,Health,Relief camp set up in Multan,,2 crore,,-0.3711728735,2,269789,47264,2593364.351,No,1,2025-03-08,English,Neutral,
10363,Mohsin Raza,geo,The News,Punjab,Quetta,Economy,University students protest fee hikes,84.02231146,,170,0.6260225169,,1738384,1337,1 crore,Yes,1,2023-02-26,Urdu,Opposition,15244
10364,Kamran Khan,Express,Express Tribune,Sindh,Quetta,Education,Ban on talkshows sparks outrage,109.872273,2036432,302,,2,11563,45473,50 lakh,0,,2019-12-03,English,Opposition,32322
10365,Ansar Abbasi,ARY News,Daily Pakistan,Balochistan,Multan,Sports,Trade deficit widens again,,,,,,,134511,1 crore,1,0,2018-02-18,,Opposition,
10366,Dr. Shahid Masood,ary,Nawa-i-Waqt,AJK,Quetta,Terrorism,TTP commander killed in operation,32.32014207,3170427,118,-1.543928842,1,,,50 lakh,Yes,0,2020-01-14,ENG,Neutral,49666
10367,Ansar Abbasi,Express,Express Tribune,AJK,Karachi,Judiciary,Punjab bans junk food in schools,100.1248108,4106560,257,0.2422912601,1,1344689,187046,,0,0,2019-03-14,urdu,,9611
10368,Talat Hussain,hum news,Nawa-i-Waqt,Islamabad,Quetta,Health,Doctors protest low salaries,4.978317779,2 crore,,,2,36.47943154,,,0,1,2021-09-15,ENG,,
10369,Mohsin Raza Khan,Samaa,Daily Pakistan,AJK,Rawalpindi,Judiciary,Exports see slight recovery,27.23981915,5 million,,-1.026233555,0,1496271,43700,50 lakh,0,0,2019-02-14,English,Pro-Govt,
10370,Umar Cheema,AbbTakk News,Jang,Balochistan,Hyderabad,Judiciary,Karachi Kings beat Multan Sultans,,5 million,157,-1.122455999,5,,126948,,,1,2025-06-23,urdu,,
10371,Asma Shirazi,Samaa,Dawn,KPK,Peshawar,Crime,Geo TV faces heavy fines by PEMRA,93.42165059,10 lakh,,,2,769477,,1 crore,Yes,0,2024-02-02,English,Opposition,
10372,Nusrat Javed,SAMAA TV,Jang,Islamabad,Multan,Politics,Karachi drainage system collapses,,,,1.690241638,5,483894,,1 crore,No,0,2024-09-25,English,,28344
10373,Umar Cheema,Samaa,The News,KPK,Multan,Economy,Cricket team departs for World Cup,,10 lakh,,-0.2407123944,,,,484233.205,1,1,2022-08-04,,,31590
10374,Ansar Abbasi,AbbTakk News,Jang,KPK,Lahore,Terrorism,Aid for Balochistan still missing,14.99454083,10 lakh,,,2,,,,0,0,2018-11-11,English,,38395
10375,Nusrat Javed,hum news,Jang,AJK,Quetta,Education,Newspaper circulation declines,119.7021104,5 million,276,-1.463756906,,,,50 lakh,Yes,0,2019-09-11,ENG,Neutral,
10376,Ansar Abbasi,ARY,Express Tribune,KPK,Quetta,Media,Newspaper circulation declines,76.43593297,10 lakh,389,,0,6.67225229,,,,,2025-06-20,urdu,,15172
10377,Talat Hussain,DAWN,Express Tribune,Balochistan,Quetta,Terrorism,Teachers boycott classes in KP,23.48309891,7066807,128,-1.161950346,,,,50 lakh,Yes,,2019-07-09,,Neutral,28070
10378,Matiullah Jan,GEO NEWS,Nawa-i-Waqt,Sindh,Quetta,Terrorism,Aid for Balochistan still missing,115.4736801,2 crore,292,-0.9413660118,,1677431,,,0,,2023-05-03,Urdu,,
10379,Umar Cheema,Express,The News,KPK,Islamabad,Media,Health crisis follows floods,75.11646786,5 million,,1.806723758,0,12.28289717,,1862209.68,0,,2021-05-26,English,,42638
10380,Asma Shirazi,hum news,Daily Pakistan,AJK,Hyderabad,Crime,Education ministry faces criticism,,2 crore,,,2,25.03698866,,50 lakh,,,2022-09-20,ENG,Neutral,
10381,Dr. Shahid Masood,ARY,The News,Islamabad,Karachi,Education,Vaccination drive faces shortage,99.34298642,5 million,,0.4029037182,4,,,50 lakh,1,0,2018-03-09,Urdu,Neutral,
10382,Matiullah Jan,geo,Express Tribune,KPK,Quetta,Crime,Aid for Balochistan still missing,66.19018556,,,1.189883855,,24.69401818,73987,,Yes,1,2018-11-08,English,Opposition,
10383,Dr. Shahid Masood,geo,Dawn,KPK,Karachi,Economy,Dollar hits 300 in open market,29.22456756,3739173,,-0.6429541702,0,,,,,,2022-11-26,ENG,,24916
10384,Nusrat Javed,ARY,Daily Pakistan,Islamabad,Rawalpindi,Politics,Quetta blast: ISPR releases statement,,9842914,400,0.08761478379,4,,176997,1817559.643,Yes,0,2021-06-15,urdu,Neutral,22712
10385,Umar Cheema,DAWN,Dawn,Islamabad,Hyderabad,Sports,COVID resurfaces in Islamabad schools,,,,,,900844,146649,1134282.495,1,0,2021-05-09,,Neutral,46819
10386,Rauf Klasra,Express,Dawn,AJK,Lahore,Terrorism,Punjab launches scholarship scheme,,,,0.4676697269,,22.81608947,,3770243.166,No,1,2023-05-21,urdu,Neutral,
10387,Rauf Klasra,HUM News,Daily Pakistan,Balochistan,Multan,Health,Punjab launches scholarship scheme,,5 million,,-1.166124056,1,1684384,31346,50 lakh,0,0,2023-02-22,English,Pro-Govt,
10388,Asma Shirazi,SAMAA TV,Dawn,Balochistan,Quetta,Crime,Doctors protest low salaries,-1.466622244,10 lakh,-25,1.082119148,,,100665,50 lakh,Yes,1,2018-05-08,English,Neutral,
10389,K. Khan,Geo,Nawa-i-Waqt,Balochistan,Multan,Health,"Media freedom at risk, says HRCP report",,5 million,,-0.5975380725,3,,,4331985.015,Yes,1,2023-08-19,,Opposition,
10390,Matiullah Jan,Samaa,Daily Pakistan,Sindh,Peshawar,Terrorism,Hospitals face medicine shortages,32.77220488,2431319,230,,,,35908,50 lakh,1,1,2023-09-03,Urdu,,24713
10391,Kamran Khan,GEO NEWS,Dawn,Islamabad,Multan,Crime,Dengue cases rising in Lahore hospitals,,5 million,-24,1.485198352,,,25564,1 crore,1,0,2025-09-28,urdu,Neutral,
10392,RAUF KLASSRA,Geo,Daily Pakistan,Sindh,Islamabad,Media,Supreme Court issues notice on corruption case,14.59681913,2 crore,,,0,143989,72830,1 crore,0,,2021-02-09,urdu,Neutral,
10393,Dr. Shahid Masood,DAWN,The News,Islamabad,Hyderabad,Crime,CJ addresses bar association,,,,,,,,1 crore,No,,2020-01-23,,,48116
10394,shahzeb khanzada,GEO NEWS,Jang,KPK,Quetta,Education,Cricket team departs for World Cup,,2 crore,257,0.353764564,,23.25296058,99141,,No,,2019-01-11,ENG,,4016
10395,Asma Shirazi,geo,Nawa-i-Waqt,AJK,Multan,Media,Ban on talkshows sparks outrage,-2.759250363,19008931,,1.107126321,,,35336,,1,,2019-05-13,urdu,,
10396,Owais Tohid,SAMAA TV,Express Tribune,KPK,Rawalpindi,Media,Health workers go on strike in Punjab,,,,-1.753881738,4,,134713,,No,,2024-07-23,ENG,Opposition,10953
10397,Umar Cheema,Express-News,Daily Pakistan,KPK,Hyderabad,Sports,HEC budget slashed again,6.667706422,2 crore,29,,1,714413,86710,1 crore,,0,2023-08-14,,Neutral,47896
10398,Mohsin Raza Khan,Express-News,Express Tribune,Islamabad,Islamabad,Crime,"Judiciary under pressure, say analysts",,2 crore,,,1,1972653,,50 lakh,0,0,2024-08-14,ENG,Opposition,17725
10399,Ansar Abbasi,Samaa,Daily Pakistan,Islamabad,Peshawar,Media,Karachi drainage system collapses,70.70999321,,,0.4692285187,4,,86652,,1,1,2022-12-13,ENG,,37182
10400,Ansar Abbasi,ARY,Express Tribune,KPK,Karachi,Sports,Health workers go on strike in Punjab,,,214,1.162319723,,752335,,50 lakh,Yes,0,2018-01-02,English,Pro-Govt,
10401,Kamran Khan,Samaa,Express Tribune,Balochistan,Quetta,Judiciary,Quetta blast: ISPR releases statement,,10 lakh,,,,,,1 crore,No,0,2024-02-06,English,Opposition,31168
10402,Nusrat Javed,Express-News,Nawa-i-Waqt,Punjab,Islamabad,Terrorism,Journalists protest censorship in Islamabad,58.57318305,2 crore,444,-1.498242461,,,99972,1 crore,1,0,2023-02-12,,Opposition,
10403,RAUF KLASSRA,Express,Daily Pakistan,AJK,Rawalpindi,Sports,Private schools increase fees,,2738126,163,,1,16.43182527,,50 lakh,1,0,2024-01-13,ENG,Neutral,
10404,Owais Tohid,ARY,Dawn,KPK,Islamabad,Politics,Hospitals face medicine shortages,,,,,,,,1 crore,No,,2022-07-02,,Pro-Govt,
